name,start,end,speaker,text,amplitude,val,act,dom,disc_emo,emo_class,substantivos,topic,loud_voice
audio133.wav,682.086,683.607,SPEAKER_02,"The third area, energy.",0.25960758,0.48,0.14,0.3,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '50.2%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '49.0%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",neutral,"['third', 'area', 'energy']",energy,False
audio134.wav,684.408,689.231,SPEAKER_02,"Energy is critical, and the president pointed out correctly that production of oil and gas in the U.S.",0.20039843,0.19,0.28,0.41,"[{'Emotion': 'anger', 'Score': '1.1%'}, {'Emotion': 'disgust', 'Score': '0.8%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '97.8%'}, {'Emotion': 'sadness', 'Score': '0.0%'}]",happiness,"['energy', 'president', 'production', 'oil', 'gas', 'u', 's']",energy,False
audio135.wav,689.271,693.294,SPEAKER_02,"is up, but not due to his policies, in spite of his policies.",0.18734282,0.1,0.02,0.23,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '92.6%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '6.3%'}, {'Emotion': 'sadness', 'Score': '0.6%'}]",disgust,"['policies', 'spite', 'policies']",spite,False
audio136.wav,693.775,700.48,SPEAKER_02,"Mr. President, all of the increase in natural gas and oil has happened on private land, not on government land.",0.26474744,-0.17,0.13,0.28,"[{'Emotion': 'anger', 'Score': '3.1%'}, {'Emotion': 'disgust', 'Score': '6.5%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '90.0%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",happiness,"['mr', 'president', 'increase', 'natural', 'gas', 'oil', 'private', 'land', 'government', 'land']",private,False
audio137.wav,701.283,706.645,SPEAKER_02," On government land, your administration has cut the number of permits and licenses in half.",0.21695483,-0.06,0.21,0.38,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '89.6%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '8.9%'}, {'Emotion': 'sadness', 'Score': '1.0%'}]",disgust,"['government', 'land', 'administration', 'number', 'permits', 'licenses', 'half']",land,False
audio138.wav,707.425,714.767,SPEAKER_02,"If I'm president, I'll double them and also get the oil from offshore in Alaska, and I'll bring that pipeline in from Canada.",0.28695595,0.06,0.3,0.41,"[{'Emotion': 'anger', 'Score': '0.7%'}, {'Emotion': 'disgust', 'Score': '50.4%'}, {'Emotion': 'fear', 'Score': '0.5%'}, {'Emotion': 'happiness', 'Score': '48.1%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",neutral,"['president', 'oil', 'alaska', 'pipeline', 'canada']",alaska,False
audio139.wav,715.167,716.448,SPEAKER_02,"And by the way, I like coal.",0.30685896,0.4,0.35,0.34,"[{'Emotion': 'anger', 'Score': '19.7%'}, {'Emotion': 'disgust', 'Score': '0.6%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '79.5%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['way', 'coal']",coal,False
audio140.wav,717.088,719.41,SPEAKER_02, I'm going to make sure we can continue to burn clean coal.,0.1736734,-0.03,0.25,0.3,"[{'Emotion': 'anger', 'Score': '59.4%'}, {'Emotion': 'disgust', 'Score': '0.2%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '39.9%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",neutral,"['clean', 'coal']",coal,False
audio141.wav,719.731,722.894,SPEAKER_02,People in the coal industry feel like it's getting crushed by your policies.,0.15225798,-0.57,0.13,0.32,"[{'Emotion': 'anger', 'Score': '19.4%'}, {'Emotion': 'disgust', 'Score': '0.7%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '79.6%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",happiness,"['people', 'coal', 'industry', 'policies']",coal,False
audio142.wav,723.414,728.539,SPEAKER_02,I want to get America and North America energy independent so we can create those jobs.,0.20538493,0.49,0.45,0.56,"[{'Emotion': 'anger', 'Score': '0.4%'}, {'Emotion': 'disgust', 'Score': '53.0%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '45.9%'}, {'Emotion': 'sadness', 'Score': '0.5%'}]",neutral,"['america', 'north', 'america', 'energy', 'jobs']",energy,False
audio143.wav,728.979,736.607,SPEAKER_02,"And finally, with regards to that tax cut, look, I'm not looking to cut massive taxes and to reduce the revenues going to the government.",0.2456094,-0.27,0.31,0.43,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '63.2%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '36.0%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",neutral,"['regards', 'tax', 'cut', 'massive', 'taxes', 'revenues', 'government']",taxes,False
audio144.wav,737.247,741.011,SPEAKER_02,My number one principle is there'll be no tax cut that adds to the deficit.,0.21410084,-0.05,0.18,0.29,"[{'Emotion': 'anger', 'Score': '0.3%'}, {'Emotion': 'disgust', 'Score': '62.7%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '36.5%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",neutral,"['number', 'one', 'principle', 'tax', 'cut', 'deficit']",principle,False
audio145.wav,741.926,742.566,SPEAKER_02, I want to underline that.,0.15613821,0.37,0.3,0.38,"[{'Emotion': 'anger', 'Score': '95.2%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '3.9%'}, {'Emotion': 'sadness', 'Score': '0.4%'}]",anger,[],[],False
audio146.wav,742.867,744.607,SPEAKER_02,No tax cut that adds to the deficit.,0.23980044,-0.23,0.18,0.33,"[{'Emotion': 'anger', 'Score': '55.9%'}, {'Emotion': 'disgust', 'Score': '0.2%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '43.6%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",neutral,"['tax', 'cut', 'deficit']",deficit,False
audio147.wav,745.028,750.151,SPEAKER_02,But I do want to reduce the burden being paid by middle-income Americans.,0.3430305,-0.07,0.14,0.34,"[{'Emotion': 'anger', 'Score': '0.4%'}, {'Emotion': 'disgust', 'Score': '79.0%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '18.9%'}, {'Emotion': 'sadness', 'Score': '1.3%'}]",disgust,"['burden', 'middle', 'income', 'americans']",americans,False
audio148.wav,750.211,754.713,SPEAKER_02,"And to do that, that also means I cannot reduce the burden paid by high-income Americans.",0.21414183,-0.02,0.18,0.36,"[{'Emotion': 'anger', 'Score': '14.6%'}, {'Emotion': 'disgust', 'Score': '2.1%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '82.9%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",happiness,"['burden', 'high', 'income', 'americans']",americans,False
audio149.wav,754.753,758.295,SPEAKER_02,So any language to the contrary is simply not accurate.,0.20454285,-0.14,0.07,0.19,"[{'Emotion': 'anger', 'Score': '9.0%'}, {'Emotion': 'disgust', 'Score': '4.1%'}, {'Emotion': 'fear', 'Score': '0.7%'}, {'Emotion': 'happiness', 'Score': '86.0%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",neutral,"['language', 'contrary']",contrary,False
audio150.wav,758.315,759.156,SPEAKER_02,Mr. President?,0.5330813,0.15,-0.07,0.02,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '0.5%'}, {'Emotion': 'fear', 'Score': '98.4%'}, {'Emotion': 'happiness', 'Score': '0.2%'}, {'Emotion': 'sadness', 'Score': '0.6%'}]",fear,"['mr', 'president']",president,True
audio151.wav,759.416,763.978,SPEAKER_00,"Well, I think let's talk about taxes, because I think it's instructive.",0.51387006,0.06,0.03,0.16,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '97.9%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '1.4%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",disgust,"['s', 'taxes']",taxes,True
audio152.wav,764.699,768.941,SPEAKER_00,"Now, four years ago, when I stood on this stage, I said that",0.28425506,0.01,-0.07,0.1,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '96.4%'}, {'Emotion': 'fear', 'Score': '0.8%'}, {'Emotion': 'happiness', 'Score': '0.4%'}, {'Emotion': 'sadness', 'Score': '2.4%'}]",disgust,['stage'],stage,False
audio153.wav,770.072,772.234,SPEAKER_00, I would cut taxes for middle-class families.,0.3269538,-0.34,0.09,0.29,"[{'Emotion': 'anger', 'Score': '0.4%'}, {'Emotion': 'disgust', 'Score': '92.9%'}, {'Emotion': 'fear', 'Score': '1.1%'}, {'Emotion': 'happiness', 'Score': '4.0%'}, {'Emotion': 'sadness', 'Score': '1.5%'}]",disgust,"['taxes', 'middle', 'class', 'families']",families,False
audio154.wav,773.194,774.255,SPEAKER_00,And that's exactly what I did.,0.3964891,0.2,0.2,0.27,"[{'Emotion': 'anger', 'Score': '98.2%'}, {'Emotion': 'disgust', 'Score': '0.0%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '1.0%'}, {'Emotion': 'sadness', 'Score': '0.4%'}]",anger,['exactly'],exactly,False
audio155.wav,774.796,778.398,SPEAKER_00,"We cut taxes for middle-class families by about $3,600.",0.364822,-0.18,0.02,0.2,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '88.9%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.2%'}, {'Emotion': 'sadness', 'Score': '10.6%'}]",disgust,"['taxes', 'middle', 'class', 'families']",families,False
audio156.wav,778.678,784.943,SPEAKER_00,And the reason is because I believe that we do best when the middle class is doing well.,0.46629098,0.0,0.09,0.28,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '94.4%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '4.3%'}, {'Emotion': 'sadness', 'Score': '0.9%'}]",disgust,"['reason', 'middle', 'class']",reason,True
audio157.wav,786.044,792.949,SPEAKER_00,"And by giving them those tax cuts, they had a little more money in their pocket, and so maybe they can buy a new car.",0.43218458,0.04,0.21,0.34,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '94.4%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '3.0%'}, {'Emotion': 'sadness', 'Score': '2.1%'}]",disgust,"['tax', 'cuts', 'little', 'money', 'pocket', 'new', 'car']",car,False
audio158.wav,793.489,796.331,SPEAKER_00,They are certainly in a better position to weather,0.29488134,0.05,0.06,0.19,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '36.6%'}, {'Emotion': 'fear', 'Score': '1.2%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '62.1%'}]",neutral,"['better', 'position']",better,False
audio159.wav,796.881,798.763,SPEAKER_00, the extraordinary recession that we went through.,0.2824863,0.09,0.06,0.23,"[{'Emotion': 'anger', 'Score': '4.1%'}, {'Emotion': 'disgust', 'Score': '49.8%'}, {'Emotion': 'fear', 'Score': '18.6%'}, {'Emotion': 'happiness', 'Score': '7.7%'}, {'Emotion': 'sadness', 'Score': '19.9%'}]",neutral,"['extraordinary', 'recession']",recession,False
audio160.wav,798.963,807.429,SPEAKER_00,"They can buy a computer for their kid who's going off to college, which means they're spending more money, businesses have more customers, businesses make more profits, and then hire more workers.",0.3896394,0.05,0.21,0.35,"[{'Emotion': 'anger', 'Score': '0.6%'}, {'Emotion': 'disgust', 'Score': '88.3%'}, {'Emotion': 'fear', 'Score': '2.8%'}, {'Emotion': 'happiness', 'Score': '5.3%'}, {'Emotion': 'sadness', 'Score': '3.0%'}]",disgust,"['computer', 'kid', 'college', 'money', 'businesses', 'customers', 'businesses', 'profits', 'workers']",computer,False
audio161.wav,808.53,819.498,SPEAKER_00,"Now, Governor Romney's proposal that he's been promoting for 18 months calls for a $5 trillion tax cut, on top of $2 trillion of additional spending for our military.",0.48865142,0.2,0.24,0.38,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '95.0%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '4.2%'}, {'Emotion': 'sadness', 'Score': '0.4%'}]",disgust,"['governor', 'romney', 's', 'proposal', '18', 'months', '5', 'trillion', 'tax', 'cut', 'top', 'additional', 'spending', 'military']",military,True
audio162.wav,820.542,826.024,SPEAKER_00, And he is saying that he is going to pay for it by closing loopholes and deductions.,0.43402705,-0.04,0.11,0.29,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '91.7%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '6.6%'}, {'Emotion': 'sadness', 'Score': '1.3%'}]",disgust,"['loopholes', 'deductions']",loopholes,False
audio163.wav,826.064,834.948,SPEAKER_00,"The problem is that he's been asked over a hundred times how you would close those deductions and loopholes, and he hasn't been able to identify them.",0.46799198,-0.06,0.23,0.33,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '87.7%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '11.7%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",disgust,"['problem', 'hundred', 'times', 'deductions', 'loopholes']",problem,True
audio164.wav,834.968,836.508,SPEAKER_00,"But I'm going to make an important point here, Jim.",0.27246153,0.1,0.28,0.35,"[{'Emotion': 'anger', 'Score': '77.2%'}, {'Emotion': 'disgust', 'Score': '0.2%'}, {'Emotion': 'fear', 'Score': '2.4%'}, {'Emotion': 'happiness', 'Score': '19.9%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",anger,"['important', 'point']",important,False
audio165.wav,837.448,846.312,SPEAKER_00,"When you add up all the loopholes and deductions that upper-income individuals are currently taking advantage of, you take those all away.",0.68770695,0.17,0.24,0.42,"[{'Emotion': 'anger', 'Score': '0.5%'}, {'Emotion': 'disgust', 'Score': '82.9%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '15.7%'}, {'Emotion': 'sadness', 'Score': '0.6%'}]",disgust,"['loopholes', 'deductions', 'upper', 'income', 'individuals', 'advantage']",upper,True
audio166.wav,846.852,852.578,SPEAKER_00, You don't come close to paying for $5 trillion in tax cuts and $2 trillion in additional military spending.,0.37029675,-0.29,0.25,0.42,"[{'Emotion': 'anger', 'Score': '58.3%'}, {'Emotion': 'disgust', 'Score': '2.0%'}, {'Emotion': 'fear', 'Score': '4.0%'}, {'Emotion': 'happiness', 'Score': '32.1%'}, {'Emotion': 'sadness', 'Score': '3.6%'}]",neutral,"['tax', 'cuts', 'additional', 'military', 'spending']",military,False
audio167.wav,853.299,864.05,SPEAKER_00,"And that's why independent studies, looking at this, said the only way to meet Governor Romney's pledge of not reducing the deficit, or not adding to the deficit,",0.38358486,-0.01,0.19,0.35,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '97.7%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '1.3%'}, {'Emotion': 'sadness', 'Score': '0.8%'}]",disgust,"['independent', 'studies', 'way', 'governor', 'romney', 's', 'pledge', 'deficit', 'deficit']",independent,False
audio168.wav,864.731,867.033,SPEAKER_00, is by burdening middle-class families.,0.40557495,-0.35,0.23,0.35,"[{'Emotion': 'anger', 'Score': '3.0%'}, {'Emotion': 'disgust', 'Score': '6.9%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '89.7%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",happiness,"['middle', 'class', 'families']",families,False
audio169.wav,867.514,871.557,SPEAKER_00,"The average middle-class family with children would pay about $2,000 more.",0.3521932,-0.11,0.22,0.35,"[{'Emotion': 'anger', 'Score': '1.7%'}, {'Emotion': 'disgust', 'Score': '12.2%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '85.7%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",happiness,"['average', 'middle', 'class', 'family', 'children']",children,False
audio170.wav,871.817,873.739,SPEAKER_00,"Now, that's not my analysis.",0.32810375,-0.23,0.26,0.36,"[{'Emotion': 'anger', 'Score': '65.2%'}, {'Emotion': 'disgust', 'Score': '0.3%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '34.1%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",anger,['analysis'],analysis,False
audio171.wav,873.779,875.781,SPEAKER_00,That's the analysis of economists who have looked at this.,0.26506633,-0.09,0.28,0.34,"[{'Emotion': 'anger', 'Score': '1.3%'}, {'Emotion': 'disgust', 'Score': '6.6%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '91.6%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",happiness,"['analysis', 'economists']",economists,False
audio172.wav,876.401,884.368,SPEAKER_00,"And that kind of top-down economics where folks at the top are doing well, so the average person making $3 million is getting a $250,000 tax break,",0.45197162,-0.01,0.26,0.37,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '97.0%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '2.4%'}, {'Emotion': 'sadness', 'Score': '0.4%'}]",disgust,"['kind', 'top', 'economics', 'folks', 'top', 'average', 'person', '250', '000', 'tax', 'break']",top,True
audio173.wav,886.65,892.513,SPEAKER_00," while middle-class families are burdened further, that's not what I believe is a recipe for economic growth.",0.29612672,-0.27,0.2,0.35,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '89.7%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '9.3%'}, {'Emotion': 'sadness', 'Score': '0.4%'}]",neutral,"['middle', 'class', 'families', 'recipe', 'economic', 'growth']",families,False
audio174.wav,892.533,893.853,SPEAKER_01,"All right, what is the difference?",0.5178658,-0.24,0.36,0.34,"[{'Emotion': 'anger', 'Score': '87.2%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '12.3%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",anger,['difference'],difference,True
audio175.wav,894.293,899.896,SPEAKER_01,Let's just stay on taxes for a moment here.,0.7901802,0.01,0.47,0.38,"[{'Emotion': 'anger', 'Score': '96.7%'}, {'Emotion': 'disgust', 'Score': '0.0%'}, {'Emotion': 'fear', 'Score': '0.5%'}, {'Emotion': 'happiness', 'Score': '2.7%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",anger,"['s', 'taxes', 'moment']",taxes,True
audio176.wav,900.076,903.617,SPEAKER_02,Virtually everything he just said about my tax plan is inaccurate.,0.3844149,0.05,0.31,0.36,"[{'Emotion': 'anger', 'Score': '1.7%'}, {'Emotion': 'disgust', 'Score': '1.1%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '97.0%'}, {'Emotion': 'sadness', 'Score': '0.0%'}]",happiness,"['virtually', 'everything', 'tax', 'plan']",virtually,False
audio177.wav,903.758,909.02,SPEAKER_02,"So if the tax plan he described were a tax plan I was asked to support, I'd say absolutely not.",0.18395796,-0.1,0.09,0.23,"[{'Emotion': 'anger', 'Score': '1.4%'}, {'Emotion': 'disgust', 'Score': '11.6%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '86.8%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['tax', 'plan', 'tax', 'plan']",tax,False
audio178.wav,909.6,911.661,SPEAKER_02, I'm not looking for a $5 trillion tax cut.,0.028880248,-0.01,0.2,0.34,"[{'Emotion': 'anger', 'Score': '94.8%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '4.7%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",anger,"['5', 'trillion', 'tax', 'cut']",tax,False
audio179.wav,912.122,915.624,SPEAKER_02,What I've said is I won't put in place a tax cut that adds to the deficit.,0.18421027,-0.28,0.18,0.28,"[{'Emotion': 'anger', 'Score': '2.5%'}, {'Emotion': 'disgust', 'Score': '2.6%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '94.7%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['place', 'tax', 'cut', 'deficit']",tax,False
audio180.wav,916.064,916.805,SPEAKER_02,That's part one.,0.15030225,0.24,0.08,0.14,"[{'Emotion': 'anger', 'Score': '97.0%'}, {'Emotion': 'disgust', 'Score': '0.0%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '2.6%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",anger,['part'],part,False
audio181.wav,917.525,924.25,SPEAKER_02,So there's no economist can say Mitt Romney's tax plan adds $5 trillion if I say I will not add to the deficit with my tax plan.,0.20087875,-0.13,0.31,0.4,"[{'Emotion': 'anger', 'Score': '5.1%'}, {'Emotion': 'disgust', 'Score': '0.7%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '94.0%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['economist', 'mitt', 'romney', 's', 'tax', 'plan', 'deficit', 'tax', 'plan']",tax,False
audio182.wav,924.81,928.614,SPEAKER_02," Number two, I will not reduce the share paid by high-income individuals.",0.11913891,-0.03,0.13,0.31,"[{'Emotion': 'anger', 'Score': '4.9%'}, {'Emotion': 'disgust', 'Score': '1.3%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '93.5%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",happiness,"['share', 'high', 'income', 'individuals']",individuals,False
audio183.wav,929.294,934.819,SPEAKER_02,"I know that you and your running mate keep saying that, and I know it's a popular thing to say with a lot of people, but it's just not the case.",0.1778429,-0.02,0.2,0.31,"[{'Emotion': 'anger', 'Score': '0.6%'}, {'Emotion': 'disgust', 'Score': '3.5%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '95.7%'}, {'Emotion': 'sadness', 'Score': '0.0%'}]",happiness,"['running', 'mate', 'popular', 'thing', 'lot', 'people', 'case']",popular,False
audio184.wav,935.099,936.24,SPEAKER_02,"Look, I got five boys.",0.14961335,0.07,0.33,0.37,"[{'Emotion': 'anger', 'Score': '96.6%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '3.0%'}, {'Emotion': 'sadness', 'Score': '0.2%'}]",anger,"['five', 'boys']",boys,False
audio185.wav,937.181,942.626,SPEAKER_02,"I'm used to people saying something that's not always true, but just keep on repeating it and ultimately hoping I'll believe it.",0.16931792,0.12,0.25,0.36,"[{'Emotion': 'anger', 'Score': '59.6%'}, {'Emotion': 'disgust', 'Score': '0.2%'}, {'Emotion': 'fear', 'Score': '0.5%'}, {'Emotion': 'happiness', 'Score': '39.7%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",neutral,"['people', 'something']",people,False
audio186.wav,942.706,944.888,SPEAKER_02,"But that is not the case, all right?",0.3023116,-0.24,0.41,0.36,"[{'Emotion': 'anger', 'Score': '15.7%'}, {'Emotion': 'disgust', 'Score': '0.3%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '83.8%'}, {'Emotion': 'sadness', 'Score': '0.0%'}]",happiness,['case'],case,False
audio187.wav,945.268,948.972,SPEAKER_02,I will not reduce the taxes paid by high-income Americans.,0.22592966,-0.2,0.27,0.41,"[{'Emotion': 'anger', 'Score': '4.4%'}, {'Emotion': 'disgust', 'Score': '4.3%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '90.9%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['taxes', 'high', 'income', 'americans']",taxes,False
audio188.wav,949.412,954.616,SPEAKER_02," And number three, I will not, under any circumstances, raise taxes on middle-income families.",0.22218797,-0.17,0.35,0.47,"[{'Emotion': 'anger', 'Score': '0.7%'}, {'Emotion': 'disgust', 'Score': '18.2%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '80.9%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['circumstances', 'taxes', 'middle', 'income', 'families']",families,False
audio189.wav,955.216,957.117,SPEAKER_02,I will lower taxes on middle-income families.,0.25633547,-0.03,0.22,0.39,"[{'Emotion': 'anger', 'Score': '90.6%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '8.7%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",anger,"['taxes', 'middle', 'income', 'families']",families,False
audio190.wav,957.598,958.578,SPEAKER_02,"Now, you cite a study.",0.21429403,0.31,0.31,0.36,"[{'Emotion': 'anger', 'Score': '33.4%'}, {'Emotion': 'disgust', 'Score': '0.2%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '66.1%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,['study'],study,False
audio191.wav,959.239,962.801,SPEAKER_02,There are six other studies that looked at the study you described and say it's completely wrong.,0.3050483,0.31,0.28,0.37,"[{'Emotion': 'anger', 'Score': '0.3%'}, {'Emotion': 'disgust', 'Score': '20.6%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '78.7%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['six', 'studies', 'study']",six,False
audio192.wav,963.462,969.586,SPEAKER_02,"I saw a study that came out today that said you're going to raise taxes by $3,000 to $4,000 on middle-income families.",0.23403718,-0.05,0.4,0.52,"[{'Emotion': 'anger', 'Score': '7.4%'}, {'Emotion': 'disgust', 'Score': '1.2%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '91.1%'}, {'Emotion': 'sadness', 'Score': '0.1%'}]",happiness,"['study', 'taxes', 'middle', 'income', 'families']",families,False
audio193.wav,969.986,971.247,SPEAKER_02,There are all these studies out there.,0.22135709,0.13,0.19,0.29,"[{'Emotion': 'anger', 'Score': '2.0%'}, {'Emotion': 'disgust', 'Score': '0.5%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '97.4%'}, {'Emotion': 'sadness', 'Score': '0.0%'}]",happiness,['studies'],studies,False
